0.00248348	1-dmso
0.00408564	1-dmso
0.00510535	1-dmso
0.00566915	1-dmso
0.00569909	1-dmso
0.00593352	1-dmso
0.00600126	1-dmso
0.00645673	1-dmso
0.0090318	1-dmso
0.00959264	1-dmso
0.01011067	1-dmso
0.01014744	1-dmso
0.01028197	1-dmso
0.01064322	1-dmso
0.01152793	1-dmso
0.01238786	1-dmso
0.01248679	1-dmso
0.01280317	1-dmso
0.01291619	1-dmso
0.01302642	1-dmso
0.01749551	1-dmso
0.01855995	1-dmso
0.01985823	1-dmso
0.02444728	1-dmso
0.02478509	1-dmso
0.02626973	1-dmso
0.03550506	1-dmso
0.03624473	1-dmso
0.03678806	1-dmso
0.03965217	1-dmso
0.04203543	1-dmso
0.04319819	1-dmso
0.04792214	1-dmso
0.05114968	1-dmso
0.05145258	1-dmso
0.05667955	1-dmso
0.05668863	1-dmso
0.05799914	1-dmso
0.06311612	1-dmso
0.06342099	1-dmso
0.06445842	1-dmso
0.08825517	1-dmso
0.09677977	1-dmso
0.12351838	1-dmso
0.15056198	1-dmso
0.15882831	1-dmso
0.17172102	1-dmso
0.17666149	1-dmso
0.18139295	1-dmso
0.198751	1-dmso
0.2217558	1-dmso
0.22545919	1-dmso
0.22674295	1-dmso
0.23870867	1-dmso
0.24160071	1-dmso
0.27330252	1-dmso
0.28357093	1-dmso
0.28989666	1-dmso
0.29164274	1-dmso
0.29741813	1-dmso
0.30509936	1-dmso
0.31229074	1-dmso
0.31379804	1-dmso
0.34142729	1-dmso
0.3496146	1-dmso
0.35445773	1-dmso
0.35969823	1-dmso
0.3610943	1-dmso
0.37004864	1-dmso
0.37063534	1-dmso
0.37125831	1-dmso
0.37238261	1-dmso
0.37327625	1-dmso
0.37562244	1-dmso
0.37599896	1-dmso
0.37773755	1-dmso
0.38422007	1-dmso
0.38910883	1-dmso
0.40007378	1-dmso
0.40492637	1-dmso
0.40883174	1-dmso
0.41120422	1-dmso
0.4188827	1-dmso
0.41906869	1-dmso
0.44064815	1-dmso
0.45903517	1-dmso
0.46773648	1-dmso
0.48546698	1-dmso
0.49321411	1-dmso
0.5097703	1-dmso
0.51253856	1-dmso
0.54818104	1-dmso
0.55010769	1-dmso
0.56768727	1-dmso
0.57005486	1-dmso
0.57417104	1-dmso
0.68581251	1-dmso
0.6930939	1-dmso
0.70707741	1-dmso
0.71510876	1-dmso
0.71735336	1-dmso
0.74286641	1-dmso
0.76544317	1-dmso
0.78452443	1-dmso
0.79586459	1-dmso
0.82244549	1-dmso
0.88190897	1-dmso
0.92582094	1-dmso
0.97018849	1-dmso
1.00122971	1-dmso
1.12110589	1-dmso
1.13847364	1-dmso
1.14482333	1-dmso
1.29976447	1-dmso
1.49014181	1-dmso
1.51229451	1-dmso
0.001376897	1-dmso
0.003051281	1-dmso
0.003261198	1-dmso
0.006577897	1-dmso
0.007720014	1-dmso
0.008123249	1-dmso
0.008192089	1-dmso
0.008272105	1-dmso
0.009522976	1-dmso
0.009665859	1-dmso
0.010718834	1-dmso
0.010966898	1-dmso
0.011299975	1-dmso
0.011334557	1-dmso
0.011378123	1-dmso
0.012268249	1-dmso
0.012883729	1-dmso
0.013018949	1-dmso
0.013071809	1-dmso
0.013446876	1-dmso
0.014321946	1-dmso
0.014668266	1-dmso
0.015095161	1-dmso
0.01578876	1-dmso
0.01648957	1-dmso
0.017875741	1-dmso
0.018605746	1-dmso
0.018738913	1-dmso
0.019411439	1-dmso
0.019496619	1-dmso
0.020493148	1-dmso
0.020790141	1-dmso
0.021358163	1-dmso
0.022535328	1-dmso
0.029068413	1-dmso
0.029300998	1-dmso
0.029403645	1-dmso
0.029537828	1-dmso
0.034005109	1-dmso
0.037257009	1-dmso
0.037982312	1-dmso
0.038235983	1-dmso
0.039769154	1-dmso
0.044986363	1-dmso
0.051318529	1-dmso
0.053377383	1-dmso
0.062273131	1-dmso
0.063660354	1-dmso
0.06495046	1-dmso
0.075851433	1-dmso
0.077675247	1-dmso
0.07991041	1-dmso
0.08315901	1-dmso
0.085804622	1-dmso
0.088123766	1-dmso
0.090061805	1-dmso
0.092293111	1-dmso
0.118946809	1-dmso
0.122754147	1-dmso
0.133296633	1-dmso
0.137991193	1-dmso
0.138194813	1-dmso
0.139906758	1-dmso
0.141122124	1-dmso
0.145359615	1-dmso
0.147935812	1-dmso
0.148867055	1-dmso
0.156856157	1-dmso
0.168781657	1-dmso
0.171475707	1-dmso
0.178692293	1-dmso
0.183754869	1-dmso
0.190057664	1-dmso
0.190088841	1-dmso
0.19095092	1-dmso
0.19359096	1-dmso
0.197529861	1-dmso
0.199477858	1-dmso
0.204835194	1-dmso
0.205219473	1-dmso
0.215191676	1-dmso
0.223952449	1-dmso
0.227355699	1-dmso
0.239665001	1-dmso
0.255252004	1-dmso
0.255432444	1-dmso
0.2569365	1-dmso
0.26249543	1-dmso
0.267561522	1-dmso
0.2696405	1-dmso
0.273666431	1-dmso
0.275003105	1-dmso
0.284228859	1-dmso
0.293670133	1-dmso
0.293767517	1-dmso
0.297330021	1-dmso
0.29812599	1-dmso
